date,base,currency,rate
2024-06-10,EUR,SGD,1.4528
2024-06-10,EUR,THB,39.455
2024-06-10,EUR,TRY,34.836
2024-06-10,EUR,USD,1.0744
2024-06-10,EUR,ZAR,19.9138
2024-06-17,EUR,AUD,1.6137
2024-06-17,EUR,BGN,1.9558
2024-06-17,EUR,BRL,5.8125
2024-06-17,EUR,CAD,1.4704
2024-06-17,EUR,CHF,0.95324
2024-06-17,EUR,CNY,7.7782
2024-06-17,EUR,CZK,24.845
2024-06-17,EUR,DKK,7.4591
2024-06-17,EUR,GBP,0.84522
2024-06-17,EUR,HKD,8.3658
2024-06-17,EUR,HUF,396.41
2024-06-17,EUR,IDR,17622.0
2024-06-17,EUR,ILS,3.9958
2024-06-17,EUR,INR,89.5
2024-06-17,EUR,ISK,149.3
2024-06-17,EUR,JPY,169.59
2024-06-17,EUR,KRW,1484.31
2024-06-17,EUR,MXN,19.7414
2024-06-17,EUR,MYR,5.0504
2024-06-17,EUR,NOK,11.3696
2024-06-17,EUR,NZD,1.7507
2024-06-17,EUR,PHP,62.998
2024-06-17,EUR,PLN,4.3367
2024-06-17,EUR,RON,4.9769
2024-06-17,EUR,SEK,11.241
2024-06-17,EUR,SGD,1.45
2024-06-17,EUR,THB,39.366
2024-06-17,EUR,TRY,35.087
2024-06-17,EUR,USD,1.0717
2024-06-17,EUR,ZAR,19.3844
2024-06-24,EUR,AUD,1.6095
2024-06-24,EUR,BGN,1.9558
2024-06-24,EUR,BRL,5.8524
2024-06-24,EUR,CAD,1.4655
2024-06-24,EUR,CHF,0.95968
2024-06-24,EUR,CNY,7.7774
2024-06-24,EUR,CZK,24.909
2024-06-24,EUR,DKK,7.4587
2024-06-24,EUR,GBP,0.84575
2024-06-24,EUR,HKD,8.36
2024-06-24,EUR,HUF,395.93
2024-06-24,EUR,IDR,17547.0
2024-06-24,EUR,ILS,4.0079
2024-06-24,EUR,INR,89.36
2024-06-24,EUR,ISK,149.02
2024-06-24,EUR,JPY,171.41
2024-06-24,EUR,KRW,1485.25
2024-06-24,EUR,MXN,19.492
2024-06-24,EUR,MYR,5.0472
2024-06-24,EUR,NOK,11.3729
2024-06-24,EUR,NZD,1.7544
2024-06-24,EUR,PHP,62.865
2024-06-24,EUR,PLN,4.307
2024-06-24,EUR,RON,4.9773
2024-06-24,EUR,SEK,11.2965
2024-06-24,EUR,SGD,1.4513
2024-06-24,EUR,THB,39.345
2024-06-24,EUR,TRY,35.233
2024-06-24,EUR,USD,1.0707
2024-06-24,EUR,ZAR,19.5096
2024-07-01,EUR,AUD,1.6094
2024-07-01,EUR,BGN,1.9558
2024-07-01,EUR,BRL,6.0014
2024-07-01,EUR,CAD,1.4716
2024-07-01,EUR,CHF,0.97102
2024-07-01,EUR,CNY,7.8306
2024-07-01,EUR,CZK,25.154
2024-07-01,EUR,DKK,7.4589
2024-07-01,EUR,GBP,0.847
2024-07-01,EUR,HKD,8.4138
2024-07-01,EUR,HUF,394.2
2024-07-01,EUR,IDR,17603.0
2024-07-01,EUR,ILS,4.0371
2024-07-01,EUR,INR,89.92
2024-07-01,EUR,ISK,149.14
2024-07-01,EUR,JPY,173.71
2024-07-01,EUR,KRW,1490.95
2024-07-01,EUR,MXN,19.6398
2024-07-01,EUR,MYR,5.0777
2024-07-01,EUR,NOK,11.4438
2024-07-01,EUR,NZD,1.7672
2024-07-01,EUR,PHP,63.181
2024-07-01,EUR,PLN,4.2998
2024-07-01,EUR,RON,4.977
2024-07-01,EUR,SEK,11.3707
2024-07-01,EUR,SGD,1.4587
2024-07-01,EUR,THB,39.532
2024-07-01,EUR,TRY,35.163
2024-07-01,EUR,USD,1.0771
2024-07-01,EUR,ZAR,19.7493
2024-07-08,EUR,AUD,1.6067
2024-07-08,EUR,BGN,1.9558
2024-07-08,EUR,BRL,5.8934
2024-07-08,EUR,CAD,1.4782
2024-07-08,EUR,CHF,0.97284
2024-07-08,EUR,CNY,7.8803
2024-07-08,EUR,CZK,25.295
2024-07-08,EUR,DKK,7.46
2024-07-08,EUR,GBP,0.84351
2024-07-08,EUR,HKD,8.469
2024-07-08,EUR,HUF,393.69
2024-07-08,EUR,IDR,17578.0
2024-07-08,EUR,ILS,3.9673
2024-07-08,EUR,INR,90.57
2024-07-08,EUR,ISK,149.22
2024-07-08,EUR,JPY,174.32
2024-07-08,EUR,KRW,1497.89
2024-07-08,EUR,MXN,19.4066
2024-07-08,EUR,MYR,5.0909
2024-07-08,EUR,NOK,11.5857
2024-07-08,EUR,NZD,1.7759
2024-07-08,EUR,PHP,63.328
2024-07-08,EUR,PLN,4.2614
2024-07-08,EUR,RON,4.9739
2024-07-08,EUR,SEK,11.4251
2024-07-08,EUR,SGD,1.4616
2024-07-08,EUR,THB,39.387
2024-07-08,EUR,TRY,35.655
2024-07-08,EUR,USD,1.0844
2024-07-08,EUR,ZAR,19.619
2024-07-15,EUR,AUD,1.6198
2024-07-15,EUR,BGN,1.9558
2024-07-15,EUR,BRL,5.969
2024-07-15,EUR,CAD,1.4926
2024-07-15,EUR,CHF,0.97126
2024-07-15,EUR,CNY,7.9259
2024-07-15,EUR,CZK,25.318
2024-07-15,EUR,DKK,7.4607
2024-07-15,EUR,GBP,0.84095
2024-07-15,EUR,HKD,8.5196
2024-07-15,EUR,HUF,391.06
2024-07-15,EUR,IDR,17646.0
2024-07-15,EUR,ILS,3.9636
2024-07-15,EUR,INR,91.23
2024-07-15,EUR,ISK,149.42
2024-07-15,EUR,JPY,171.77
2024-07-15,EUR,KRW,1509.33
2024-07-15,EUR,MXN,19.4098
2024-07-15,EUR,MYR,5.0997
2024-07-15,EUR,NOK,11.7717
2024-07-15,EUR,NZD,1.7987
2024-07-15,EUR,PHP,63.676
2024-07-15,EUR,PLN,4.2779
2024-07-15,EUR,RON,4.9687
2024-07-15,EUR,SEK,11.5489
2024-07-15,EUR,SGD,1.4649
2024-07-15,EUR,THB,39.381
2024-07-15,EUR,TRY,36.095
2024-07-15,EUR,USD,1.0913
2024-07-15,EUR,ZAR,19.8547
2024-07-22,EUR,AUD,1.6478
2024-07-22,EUR,BGN,1.9558
2024-07-22,EUR,BRL,6.1029
2024-07-22,EUR,CAD,1.4979
2024-07-22,EUR,CHF,0.96178
2024-07-22,EUR,CNY,7.8842
2024-07-22,EUR,CZK,25.355
2024-07-22,EUR,DKK,7.4619
2024-07-22,EUR,GBP,0.84184
2024-07-22,EUR,HKD,8.4795
2024-07-22,EUR,HUF,391.54
2024-07-22,EUR,IDR,17656.0
2024-07-22,EUR,ILS,3.9553
2024-07-22,EUR,INR,90.93
2024-07-22,EUR,ISK,149.74
2024-07-22,EUR,JPY,168.23
2024-07-22,EUR,KRW,1503.87
2024-07-22,EUR,MXN,19.8012
2024-07-22,EUR,MYR,5.0713
2024-07-22,EUR,NOK,11.9683
2024-07-22,EUR,NZD,1.8295
2024-07-22,EUR,PHP,63.517
2024-07-22,EUR,PLN,4.2831
2024-07-22,EUR,RON,4.9714
2024-07-22,EUR,SEK,11.6994
2024-07-22,EUR,SGD,1.46
2024-07-22,EUR,THB,39.287
2024-07-22,EUR,TRY,35.805
2024-07-22,EUR,USD,1.0861
2024-07-22,EUR,ZAR,19.929
2024-07-29,EUR,AUD,1.6572
2024-07-29,EUR,BGN,1.9558
2024-07-29,EUR,BRL,6.1314
2024-07-29,EUR,CAD,1.4979
2024-07-29,EUR,CHF,0.95206
2024-07-29,EUR,CNY,7.8296
2024-07-29,EUR,CZK,25.396
2024-07-29,EUR,DKK,7.462
2024-07-29,EUR,GBP,0.84463
2024-07-29,EUR,HKD,8.4516
2024-07-29,EUR,HUF,395.01
2024-07-29,EUR,IDR,17608.0
2024-07-29,EUR,ILS,4.073
2024-07-29,EUR,INR,90.58
2024-07-29,EUR,ISK,149.94
2024-07-29,EUR,JPY,164.17
2024-07-29,EUR,KRW,1486.97
2024-07-29,EUR,MXN,20.2
2024-07-29,EUR,MYR,4.9598
2024-07-29,EUR,NOK,11.8594
2024-07-29,EUR,NZD,1.8286
2024-07-29,EUR,PHP,63.172
2024-07-29,EUR,PLN,4.2906
2024-07-29,EUR,RON,4.975
2024-07-29,EUR,SEK,11.6263
2024-07-29,EUR,SGD,1.4489
2024-07-29,EUR,THB,38.642
2024-07-29,EUR,TRY,35.817
2024-07-29,EUR,USD,1.0819
2024-07-29,EUR,ZAR,19.7688
2024-08-05,EUR,AUD,1.6755
2024-08-05,EUR,BGN,1.9558
2024-08-05,EUR,BRL,6.1834
2024-08-05,EUR,CAD,1.5065
2024-08-05,EUR,CHF,0.93682
2024-08-05,EUR,CNY,7.8243
2024-08-05,EUR,CZK,25.275
2024-08-05,EUR,DKK,7.4621
2024-08-05,EUR,GBP,0.85897
2024-08-05,EUR,HKD,8.5172
2024-08-05,EUR,HUF,397.07
2024-08-05,EUR,IDR,17548.0
2024-08-05,EUR,ILS,4.1518
2024-08-05,EUR,INR,91.8
2024-08-05,EUR,ISK,150.86
2024-08-05,EUR,JPY,158.99
2024-08-05,EUR,KRW,1499.39
2024-08-05,EUR,MXN,21.081
2024-08-05,EUR,MYR,4.8732
2024-08-05,EUR,NOK,11.9209
2024-08-05,EUR,NZD,1.8284
2024-08-05,EUR,PHP,62.928
2024-08-05,EUR,PLN,4.317
2024-08-05,EUR,RON,4.9769
2024-08-05,EUR,SEK,11.5015
2024-08-05,EUR,SGD,1.4477
2024-08-05,EUR,THB,38.684
2024-08-05,EUR,TRY,36.61
2024-08-05,EUR,USD,1.093
2024-08-05,EUR,ZAR,20.137
2024-08-12,EUR,AUD,1.6592
2024-08-12,EUR,BGN,1.9558
2024-08-12,EUR,BRL,6.0091
2024-08-12,EUR,CAD,1.5062
2024-08-12,EUR,CHF,0.95134
2024-08-12,EUR,CNY,7.8588
2024-08-12,EUR,CZK,25.203
2024-08-12,EUR,DKK,7.4621
2024-08-12,EUR,GBP,0.85508
2024-08-12,EUR,HKD,8.5526
2024-08-12,EUR,HUF,394.31
2024-08-12,EUR,IDR,17301.0
2024-08-12,EUR,ILS,4.0856
2024-08-12,EUR,INR,92.14
2024-08-12,EUR,ISK,151.86
2024-08-12,EUR,JPY,161.85
2024-08-12,EUR,KRW,1495.22
2024-08-12,EUR,MXN,20.692
2024-08-12,EUR,MYR,4.8718
2024-08-12,EUR,NOK,11.7804
2024-08-12,EUR,NZD,1.8217
2024-08-12,EUR,PHP,62.656
2024-08-12,EUR,PLN,4.2888
2024-08-12,EUR,RON,4.9762
2024-08-12,EUR,SEK,11.5082
2024-08-12,EUR,SGD,1.4485
2024-08-12,EUR,THB,38.446
2024-08-12,EUR,TRY,36.867
2024-08-12,EUR,USD,1.0976
2024-08-12,EUR,ZAR,19.8442
2024-08-19,EUR,AUD,1.6501
2024-08-19,EUR,BGN,1.9558
2024-08-19,EUR,BRL,6.0975
2024-08-19,EUR,CAD,1.5107
2024-08-19,EUR,CHF,0.95078
2024-08-19,EUR,CNY,7.924
2024-08-19,EUR,CZK,25.124
2024-08-19,EUR,DKK,7.4618
2024-08-19,EUR,GBP,0.85083
2024-08-19,EUR,HKD,8.6512
2024-08-19,EUR,HUF,393.43
2024-08-19,EUR,IDR,17259.0
2024-08-19,EUR,ILS,4.1203
2024-08-19,EUR,INR,93.1
2024-08-19,EUR,ISK,152.26
2024-08-19,EUR,JPY,162.13
2024-08-19,EUR,KRW,1483.51
2024-08-19,EUR,MXN,21.156
2024-08-19,EUR,MYR,4.8597
2024-08-19,EUR,NOK,11.7341
2024-08-19,EUR,NZD,1.8098
2024-08-19,EUR,PHP,62.682
2024-08-19,EUR,PLN,4.2756
2024-08-19,EUR,RON,4.9768
2024-08-19,EUR,SEK,11.415
2024-08-19,EUR,SGD,1.4521
2024-08-19,EUR,THB,38.086
2024-08-19,EUR,TRY,37.605
2024-08-19,EUR,USD,1.1099
2024-08-19,EUR,ZAR,19.8466
2024-08-26,EUR,AUD,1.6388
2024-08-26,EUR,BGN,1.9558
2024-08-26,EUR,BRL,6.1613
2024-08-26,EUR,CAD,1.4993
2024-08-26,EUR,CHF,0.9411
2024-08-26,EUR,CNY,7.911
2024-08-26,EUR,CZK,25.039
2024-08-26,EUR,DKK,7.4598
2024-08-26,EUR,GBP,0.84308
2024-08-26,EUR,HKD,8.6737
2024-08-26,EUR,HUF,393.4
2024-08-26,EUR,IDR,17200.0
2024-08-26,EUR,ILS,4.0755
2024-08-26,EUR,INR,93.33
2024-08-26,EUR,ISK,153.02
2024-08-26,EUR,JPY,160.86
2024-08-26,EUR,KRW,1481.0
2024-08-26,EUR,MXN,21.719
2024-08-26,EUR,MYR,4.8208
2024-08-26,EUR,NOK,11.7033
2024-08-26,EUR,NZD,1.7826
2024-08-26,EUR,PHP,62.5
2024-08-26,EUR,PLN,4.2852
2024-08-26,EUR,RON,4.9768
2024-08-26,EUR,SEK,11.359
2024-08-26,EUR,SGD,1.4493
2024-08-26,EUR,THB,37.799
2024-08-26,EUR,TRY,37.872
2024-08-26,EUR,USD,1.1123
2024-08-26,EUR,ZAR,19.7152
2024-09-02,EUR,AUD,1.6433
2024-09-02,EUR,BGN,1.9558
2024-09-02,EUR,BRL,6.222
2024-09-02,EUR,CAD,1.4969
2024-09-02,EUR,CHF,0.9395
2024-09-02,EUR,CNY,7.8666
2024-09-02,EUR,CZK,25.053
2024-09-02,EUR,DKK,7.4604
2024-09-02,EUR,GBP,0.84232
2024-09-02,EUR,HKD,8.6296
2024-09-02,EUR,HUF,393.24
2024-09-02,EUR,IDR,17142.0
2024-09-02,EUR,ILS,4.0857
2024-09-02,EUR,INR,92.94
2024-09-02,EUR,ISK,153.38
2024-09-02,EUR,JPY,160.44
2024-09-02,EUR,KRW,1480.58
2024-09-02,EUR,MXN,22.007
2024-09-02,EUR,MYR,4.8137
2024-09-02,EUR,NOK,11.7784
2024-09-02,EUR,NZD,1.784
2024-09-02,EUR,PHP,62.358
2024-09-02,EUR,PLN,4.2761
2024-09-02,EUR,RON,4.9731
2024-09-02,EUR,SEK,11.3807
2024-09-02,EUR,SGD,1.4446
2024-09-02,EUR,THB,37.597
2024-09-02,EUR,TRY,37.631
2024-09-02,EUR,USD,1.1069
2024-09-02,EUR,ZAR,19.7749
2024-09-09,EUR,AUD,1.6549
2024-09-09,EUR,BGN,1.9558
2024-09-09,EUR,BRL,6.2046
2024-09-09,EUR,CAD,1.4995
2024-09-09,EUR,CHF,0.93768
2024-09-09,EUR,CNY,7.8546
2024-09-09,EUR,CZK,25.093
2024-09-09,EUR,DKK,7.4622
2024-09-09,EUR,GBP,0.84388
2024-09-09,EUR,HKD,8.6113
2024-09-09,EUR,HUF,396.15
2024-09-09,EUR,IDR,17046.0
2024-09-09,EUR,ILS,4.139
2024-09-09,EUR,INR,92.71
2024-09-09,EUR,ISK,152.38
2024-09-09,EUR,JPY,157.23
2024-09-09,EUR,KRW,1479.22
2024-09-09,EUR,MXN,21.849
2024-09-09,EUR,MYR,4.7881
2024-09-09,EUR,NOK,11.9126
2024-09-09,EUR,NZD,1.7965
2024-09-09,EUR,PHP,62.034
2024-09-09,EUR,PLN,4.2872
2024-09-09,EUR,RON,4.9742
2024-09-09,EUR,SEK,11.4206
2024-09-09,EUR,SGD,1.4399
2024-09-09,EUR,THB,37.208
2024-09-09,EUR,TRY,37.549
2024-09-09,EUR,USD,1.1043
2024-09-09,EUR,ZAR,19.7483
2024-09-16,EUR,AUD,1.6421
2024-09-16,EUR,BGN,1.9558
2024-09-16,EUR,BRL,6.0952
2024-09-16,EUR,CAD,1.5124
2024-09-16,EUR,CHF,0.94266
2024-09-16,EUR,CNY,7.888
2024-09-16,EUR,CZK,25.096
2024-09-16,EUR,DKK,7.4607
2024-09-16,EUR,GBP,0.84129
2024-09-16,EUR,HKD,8.6837
2024-09-16,EUR,HUF,394.2
2024-09-16,EUR,IDR,17013.0
2024-09-16,EUR,ILS,4.1868
2024-09-16,EUR,INR,93.27
2024-09-16,EUR,ISK,152.38
2024-09-16,EUR,JPY,158.18
2024-09-16,EUR,KRW,1476.36
2024-09-16,EUR,MXN,21.434
2024-09-16,EUR,MYR,4.7286
2024-09-16,EUR,NOK,11.7489
2024-09-16,EUR,NZD,1.7913
2024-09-16,EUR,PHP,62.029
2024-09-16,EUR,PLN,4.2702
2024-09-16,EUR,RON,4.9744
2024-09-16,EUR,SEK,11.3333
2024-09-16,EUR,SGD,1.441
2024-09-16,EUR,THB,36.991
2024-09-16,EUR,TRY,37.941
2024-09-16,EUR,USD,1.1142
2024-09-16,EUR,ZAR,19.5673
2024-09-23,EUR,AUD,1.6237
2024-09-23,EUR,BGN,1.9558
2024-09-23,EUR,BRL,6.1098
2024-09-23,EUR,CAD,1.5041
2024-09-23,EUR,CHF,0.94508
2024-09-23,EUR,CNY,7.8373
2024-09-23,EUR,CZK,25.139
2024-09-23,EUR,DKK,7.4574
2024-09-23,EUR,GBP,0.83431
2024-09-23,EUR,HKD,8.6783
2024-09-23,EUR,HUF,395.46
2024-09-23,EUR,IDR,16889.0
2024-09-23,EUR,ILS,4.1687
2024-09-23,EUR,INR,93.26
2024-09-23,EUR,ISK,151.02
2024-09-23,EUR,JPY,160.32
2024-09-23,EUR,KRW,1480.67
2024-09-23,EUR,MXN,21.715
2024-09-23,EUR,MYR,4.6297
2024-09-23,EUR,NOK,11.7052
2024-09-23,EUR,NZD,1.7708
2024-09-23,EUR,PHP,62.505
2024-09-23,EUR,PLN,4.2701
2024-09-23,EUR,RON,4.9756
2024-09-23,EUR,SEK,11.3079
2024-09-23,EUR,SGD,1.4342
2024-09-23,EUR,THB,36.434
2024-09-23,EUR,TRY,38.085
2024-09-23,EUR,USD,1.1152
2024-09-23,EUR,ZAR,19.2305
2024-09-30,EUR,AUD,1.61
2024-09-30,EUR,BGN,1.9558
2024-09-30,EUR,BRL,6.0343
2024-09-30,EUR,CAD,1.499
2024-09-30,EUR,CHF,0.94004
2024-09-30,EUR,CNY,7.7781
2024-09-30,EUR,CZK,25.295
2024-09-30,EUR,DKK,7.4581
2024-09-30,EUR,GBP,0.83603
2024-09-30,EUR,HKD,8.6085
2024-09-30,EUR,HUF,399.4
2024-09-30,EUR,IDR,16995.0
2024-09-30,EUR,ILS,4.171
2024-09-30,EUR,INR,93.01
2024-09-30,EUR,ISK,149.78
2024-09-30,EUR,JPY,160.62
2024-09-30,EUR,KRW,1469.35
2024-09-30,EUR,MXN,21.649
2024-09-30,EUR,MYR,4.6337
2024-09-30,EUR,NOK,11.7145
2024-09-30,EUR,NZD,1.7661
2024-09-30,EUR,PHP,62.331
2024-09-30,EUR,PLN,4.2959
2024-09-30,EUR,RON,4.9762
2024-09-30,EUR,SEK,11.3325
2024-09-30,EUR,SGD,1.4301
2024-09-30,EUR,THB,36.316
2024-09-30,EUR,TRY,37.912
2024-09-30,EUR,USD,1.1084
2024-09-30,EUR,ZAR,19.2455
2024-10-07,EUR,AUD,1.6248
2024-10-07,EUR,BGN,1.9558
2024-10-07,EUR,BRL,6.0588
2024-10-07,EUR,CAD,1.4995
2024-10-07,EUR,CHF,0.93932
2024-10-07,EUR,CNY,7.7324
2024-10-07,EUR,CZK,25.323
2024-10-07,EUR,DKK,7.4588
2024-10-07,EUR,GBP,0.83765
2024-10-07,EUR,HKD,8.516
2024-10-07,EUR,HUF,400.76
2024-10-07,EUR,IDR,17156.0
2024-10-07,EUR,ILS,4.132
2024-10-07,EUR,INR,92.04
2024-10-07,EUR,ISK,148.66
2024-10-07,EUR,JPY,162.78
2024-10-07,EUR,KRW,1476.5
2024-10-07,EUR,MXN,21.214
2024-10-07,EUR,MYR,4.6969
2024-10-07,EUR,NOK,11.7321
2024-10-07,EUR,NZD,1.7951
2024-10-07,EUR,PHP,62.539
2024-10-07,EUR,PLN,4.3044
2024-10-07,EUR,RON,4.9763
2024-10-07,EUR,SEK,11.3593
2024-10-07,EUR,SGD,1.4298
2024-10-07,EUR,THB,36.642
2024-10-07,EUR,TRY,37.536
2024-10-07,EUR,USD,1.0958
2024-10-07,EUR,ZAR,19.1895
2024-10-14,EUR,AUD,1.6234
2024-10-14,EUR,BGN,1.9558
2024-10-14,EUR,BRL,6.138
2024-10-14,EUR,CAD,1.5012
2024-10-14,EUR,CHF,0.93976
2024-10-14,EUR,CNY,7.7373
2024-10-14,EUR,CZK,25.257
2024-10-14,EUR,DKK,7.4603
2024-10-14,EUR,GBP,0.83449
2024-10-14,EUR,HKD,8.4566
2024-10-14,EUR,HUF,400.41
2024-10-14,EUR,IDR,16905.0
2024-10-14,EUR,ILS,4.0799
2024-10-14,EUR,INR,91.48
2024-10-14,EUR,ISK,149.26
2024-10-14,EUR,JPY,162.81
2024-10-14,EUR,KRW,1485.35
2024-10-14,EUR,MXN,21.369
2024-10-14,EUR,MYR,4.6838
2024-10-14,EUR,NOK,11.7998
2024-10-14,EUR,NZD,1.7908
2024-10-14,EUR,PHP,62.799
2024-10-14,EUR,PLN,4.3006
2024-10-14,EUR,RON,4.9747
2024-10-14,EUR,SEK,11.3718
2024-10-14,EUR,SGD,1.4262
2024-10-14,EUR,THB,36.159
2024-10-14,EUR,TRY,37.271
2024-10-14,EUR,USD,1.0886
2024-10-14,EUR,ZAR,19.1585
2024-10-21,EUR,AUD,1.6237
2024-10-21,EUR,BGN,1.9558
2024-10-21,EUR,BRL,6.1616
2024-10-21,EUR,CAD,1.4955
2024-10-21,EUR,CHF,0.93632
2024-10-21,EUR,CNY,7.6996
2024-10-21,EUR,CZK,25.247
2024-10-21,EUR,DKK,7.4591
2024-10-21,EUR,GBP,0.83274
2024-10-21,EUR,HKD,8.4031
2024-10-21,EUR,HUF,402.21
2024-10-21,EUR,IDR,16868.0
2024-10-21,EUR,ILS,4.0906
2024-10-21,EUR,INR,90.92
2024-10-21,EUR,ISK,149.14
2024-10-21,EUR,JPY,163.85
2024-10-21,EUR,KRW,1494.57
2024-10-21,EUR,MXN,21.519
2024-10-21,EUR,MYR,4.688
2024-10-21,EUR,NOK,11.8297
2024-10-21,EUR,NZD,1.7929
2024-10-21,EUR,PHP,62.652
2024-10-21,EUR,PLN,4.3338
2024-10-21,EUR,RON,4.9733
2024-10-21,EUR,SEK,11.4213
2024-10-21,EUR,SGD,1.4251
2024-10-21,EUR,THB,36.352
2024-10-21,EUR,TRY,37.052
2024-10-21,EUR,USD,1.0813
2024-10-21,EUR,ZAR,19.0648
2024-10-28,EUR,AUD,1.6469
2024-10-28,EUR,BGN,1.9558
2024-10-28,EUR,BRL,6.2235
2024-10-28,EUR,CAD,1.5072
2024-10-28,EUR,CHF,0.93936
2024-10-28,EUR,CNY,7.7177
2024-10-28,EUR,CZK,25.351
2024-10-28,EUR,DKK,7.4588
2024-10-28,EUR,GBP,0.83497
2024-10-28,EUR,HKD,8.4219
2024-10-28,EUR,HUF,406.89
2024-10-28,EUR,IDR,17043.0
2024-10-28,EUR,ILS,4.0392
2024-10-28,EUR,INR,91.09
2024-10-28,EUR,ISK,148.86
2024-10-28,EUR,JPY,165.72
2024-10-28,EUR,KRW,1496.83
2024-10-28,EUR,MXN,21.709
2024-10-28,EUR,MYR,4.7404
2024-10-28,EUR,NOK,11.9061
2024-10-28,EUR,NZD,1.8124
2024-10-28,EUR,PHP,63.145
2024-10-28,EUR,PLN,4.3499
2024-10-28,EUR,RON,4.9746
2024-10-28,EUR,SEK,11.5593
2024-10-28,EUR,SGD,1.4337
2024-10-28,EUR,THB,36.617
2024-10-28,EUR,TRY,37.156
2024-10-28,EUR,USD,1.0835
2024-10-28,EUR,ZAR,19.1491
2024-11-04,EUR,AUD,1.6345
2024-11-04,EUR,BGN,1.9558
2024-11-04,EUR,BRL,6.2306
2024-11-04,EUR,CAD,1.5024
2024-11-04,EUR,CHF,0.9401
2024-11-04,EUR,CNY,7.7188
2024-11-04,EUR,CZK,25.288
2024-11-04,EUR,DKK,7.4576
2024-11-04,EUR,GBP,0.83516
2024-11-04,EUR,HKD,8.4036
2024-11-04,EUR,HUF,407.68
2024-11-04,EUR,IDR,17008.0
2024-11-04,EUR,ILS,4.0431
2024-11-04,EUR,INR,91.08
2024-11-04,EUR,ISK,148.62
2024-11-04,EUR,JPY,165.27
2024-11-04,EUR,KRW,1498.75
2024-11-04,EUR,MXN,21.775
2024-11-04,EUR,MYR,4.7365
2024-11-04,EUR,NOK,11.8675
2024-11-04,EUR,NZD,1.8053
2024-11-04,EUR,PHP,63.243
2024-11-04,EUR,PLN,4.3401
2024-11-04,EUR,RON,4.9754
2024-11-04,EUR,SEK,11.6303
2024-11-04,EUR,SGD,1.4299
2024-11-04,EUR,THB,36.717
2024-11-04,EUR,TRY,37.092
2024-11-04,EUR,USD,1.0811
2024-11-04,EUR,ZAR,18.9494
2024-11-11,EUR,AUD,1.6264
2024-11-11,EUR,BGN,1.9558
2024-11-11,EUR,BRL,6.1299
2024-11-11,EUR,CAD,1.4821
2024-11-11,EUR,CHF,0.9372
2024-11-11,EUR,CNY,7.6577
2024-11-11,EUR,CZK,25.323
2024-11-11,EUR,DKK,7.4589
2024-11-11,EUR,GBP,0.83108
2024-11-11,EUR,HKD,8.2488
2024-11-11,EUR,HUF,408.66
2024-11-11,EUR,IDR,16770.0
2024-11-11,EUR,ILS,3.9677
2024-11-11,EUR,INR,89.5
2024-11-11,EUR,ISK,147.22
2024-11-11,EUR,JPY,164.17
2024-11-11,EUR,KRW,1484.91
2024-11-11,EUR,MXN,21.717
2024-11-11,EUR,MYR,4.7178
2024-11-11,EUR,NOK,11.7495
2024-11-11,EUR,NZD,1.7924
2024-11-11,EUR,PHP,62.239
2024-11-11,EUR,PLN,4.339
2024-11-11,EUR,RON,4.9762
2024-11-11,EUR,SEK,11.5834
2024-11-11,EUR,SGD,1.4195
2024-11-11,EUR,THB,36.851
2024-11-11,EUR,TRY,36.444
2024-11-11,EUR,USD,1.0603
2024-11-11,EUR,ZAR,19.173
2024-11-18,EUR,AUD,1.62
2024-11-18,EUR,BGN,1.9558
2024-11-18,EUR,BRL,6.0995
2024-11-18,EUR,CAD,1.4747
2024-11-18,EUR,CHF,0.93202
2024-11-18,EUR,CNY,7.6242
2024-11-18,EUR,CZK,25.311
2024-11-18,EUR,DKK,7.4588
2024-11-18,EUR,GBP,0.83411
2024-11-18,EUR,HKD,8.1931
2024-11-18,EUR,HUF,409.48
2024-11-18,EUR,IDR,16717.0
2024-11-18,EUR,ILS,3.93
2024-11-18,EUR,INR,88.86
2024-11-18,EUR,ISK,145.34
2024-11-18,EUR,JPY,162.85
2024-11-18,EUR,KRW,1471.55
2024-11-18,EUR,MXN,21.404
2024-11-18,EUR,MYR,4.7067
2024-11-18,EUR,NOK,11.6417
2024-11-18,EUR,NZD,1.7941
2024-11-18,EUR,PHP,62.002
2024-11-18,EUR,PLN,4.3336
2024-11-18,EUR,RON,4.9767
2024-11-18,EUR,SEK,11.5898
2024-11-18,EUR,SGD,1.414
2024-11-18,EUR,THB,36.459
2024-11-18,EUR,TRY,36.335
2024-11-18,EUR,USD,1.0526
2024-11-18,EUR,ZAR,19.0246
2024-11-25,EUR,AUD,1.6204
2024-11-25,EUR,BGN,1.9558
2024-11-25,EUR,BRL,6.2098
2024-11-25,EUR,CAD,1.4771
2024-11-25,EUR,CHF,0.9314
2024-11-25,EUR,CNY,7.6303
2024-11-25,EUR,CZK,25.277
2024-11-25,EUR,DKK,7.4582
2024-11-25,EUR,GBP,0.83356
2024-11-25,EUR,HKD,8.1947
2024-11-25,EUR,HUF,411.48
2024-11-25,EUR,IDR,16710.0
2024-11-25,EUR,ILS,3.8453
2024-11-25,EUR,INR,88.89
2024-11-25,EUR,ISK,145.22
2024-11-25,EUR,JPY,160.19
2024-11-25,EUR,KRW,1470.58
2024-11-25,EUR,MXN,21.543
2024-11-25,EUR,MYR,4.6848
2024-11-25,EUR,NOK,11.6605
